
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| 111-system.68.97.132.ist.edu.pk                                             | 111.68.97.150   |   A   |
| 111-t.68.97.129.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111-team.68.97.133.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-team.68.97.136.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-test.68.97.141.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-test1.68.97.138.ist.edu.pk                                              | 111.68.97.150   |   A   |
| 111-test1.68.97.143.ist.edu.pk                                              | 111.68.97.150   |   A   |
| 111-testbed.68.97.134.ist.edu.pk                                            | 111.68.97.150   |   A   |
| 111-testing1.68.97.143.ist.edu.pk                                           | 111.68.97.150   |   A   |
| 111-tomcat.68.97.143.ist.edu.pk                                             | 111.68.97.150   |   A   |
| 111-tpe.68.97.130.ist.edu.pk                                                | 111.68.97.150   |   A   |
| 111-trial.68.97.138.ist.edu.pk                                              | 111.68.97.150   |   A   |
| 111-turk.68.97.134.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-turk.68.97.145.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-turkey.68.97.137.ist.edu.pk                                             | 111.68.97.150   |   A   |
| 111-turkey.68.97.145.ist.edu.pk                                             | 111.68.97.150   |   A   |
| 111-u.68.97.137.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111-uat.68.97.134.ist.edu.pk                                                | 111.68.97.150   |   A   |
| 111-users.68.97.131.ist.edu.pk                                              | 111.68.97.150   |   A   |
| 111-users.68.97.133.ist.edu.pk                                              | 111.68.97.150   |   A   |
| 111-v.68.97.135.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111-v.68.97.143.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111-v1.68.97.130.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| 111-v1.68.97.132.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| 111-v2.68.97.137.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| 111-vi.68.97.129.ist.edu.pk                                                 | 111.68.97.150   |   A   |
| 111-web1.68.97.137.ist.edu.pk                                               | 111.68.97.150   |   A   |
| 111-y.68.97.135.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111-z.68.97.128.ist.edu.pk                                                  | 111.68.97.150   |   A   |
| 111.68.97.128.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.129.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.130.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.131.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.132.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.133.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.134.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.135.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.136.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.137.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.138.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.139.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.140.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.141.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.142.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.143.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.144.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.145.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.146.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.147.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.148.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.149.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.150.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.151.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.152.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.153.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.154.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.155.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.156.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.157.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.158.ist.edu.pk                                                    | 111.68.97.150   |   A   |
| 111.68.97.159.ist.edu.pk                                                    | 111.68.97.150   |   A   |
